drug_A,drug_B,DDI
DB06684,DB00608,46
DB06626,DB04855,46
DB01418,DB00091,46
DB00608,DB01029,46
DB01268,DB00220,46
DB01268,DB00224,46
DB01268,DB00227,46
DB00932,DB00199,46
DB00863,DB00482,46
DB00836,DB00908,46
DB00307,DB09167,46
DB00836,DB00907,46
DB00544,DB01129,46
DB00863,DB09167,46
DB01708,DB04855,46
DB00598,DB00608,46
DB00741,DB00263,46
DB00836,DB06697,46
DB00195,DB06708,46
DB00921,DB00177,46
DB00195,DB01403,46
DB00177,DB00582,46
DB00295,DB09167,46
DB00518,DB04868,46
DB00422,DB00224,46
DB00678,DB09198,46
DB00636,DB01118,46
DB01418,DB08865,46
DB06144,DB06697,46
DB00731,DB01263,46
DB00343,DB00677,46
DB00904,DB06595,46
DB00852,DB00169,46
DB00962,DB00243,46
DB00231,DB01319,46
DB00426,DB00283,46
DB00426,DB00285,46
DB12070,DB00608,46
DB00426,DB00289,46
DB05521,DB00283,46
DB05521,DB00289,46
DB00997,DB00188,46
DB00617,DB08865,46
DB06789,DB01319,46
DB01558,DB09198,46
DB00969,DB00661,46
DB00231,DB00196,46
DB00343,DB12598,46
DB00231,DB00199,46
DB00805,DB00477,46
DB00805,DB00472,46
DB01173,DB08865,46
DB00661,DB04898,46
DB00518,DB00091,46
DB01058,DB00976,46
DB00946,DB00289,46
DB00946,DB00283,46
DB00889,DB00951,46
DB00799,DB01685,46
DB00502,DB00678,46
DB01261,DB00320,46
DB01037,DB09167,46
DB00451,DB00263,46
DB00373,DB08893,46
DB00799,DB00482,46
DB00701,DB01029,46
DB00367,DB00270,46
DB06772,DB00625,46
DB01248,DB09054,46
DB01177,DB00420,46
DB01544,DB00951,46
DB00604,DB01095,46
DB00604,DB01097,46
DB00250,DB06414,46
DB00250,DB06413,46
DB00359,DB00254,46
DB06268,DB06414,46
DB01206,DB00932,46
DB00980,DB00736,46
DB00604,DB04572,46
DB08868,DB00705,46
DB00924,DB00343,46
DB00924,DB00349,46
DB06770,DB00349,46
DB06770,DB00343,46
DB00806,DB00215,46
DB01041,DB00446,46
DB01118,DB00582,46
DB09291,DB04855,46
DB00699,DB00679,46
DB01175,DB00176,46
DB00307,DB00188,46
DB01114,DB04868,46
DB06739,DB00736,46
DB01211,DB00254,46
DB01396,DB00196,46
DB00647,DB00263,46
DB04572,DB08865,46
DB00991,DB00224,46
DB00991,DB00227,46
DB01175,DB00283,46
DB00943,DB00283,46
DB00943,DB00289,46
DB00317,DB00715,46
DB00688,DB00188,46
DB09396,DB00188,46
DB08798,DB00582,46
DB00865,DB00254,46
DB00784,DB00224,46
DB00696,DB00976,46
DB06739,DB05521,46
DB00461,DB00379,46
DB00567,DB00420,46
DB00593,DB00254,46
DB00514,DB00412,46
DB00788,DB00277,46
DB00731,DB00679,46
DB00731,DB00678,46
DB00184,DB08893,46
DB00455,DB00458,46
DB01200,DB04855,46
DB06155,DB09054,46
DB01544,DB00177,46
DB01544,DB00176,46
DB01236,DB04572,46
DB00295,DB00091,46
DB11613,DB00199,46
DB09123,DB00283,46
DB09123,DB00285,46
DB09123,DB00289,46
DB11613,DB00196,46
DB00943,DB00752,46
DB00575,DB00208,46
DB00575,DB00201,46
DB00575,DB00207,46
DB00379,DB00997,46
DB01192,DB08865,46
DB01234,DB00343,46
DB00956,DB00482,46
DB01181,DB00736,46
DB01095,DB00715,46
DB00584,DB00263,46
DB01100,DB00277,46
DB01095,DB04871,46
DB00907,DB00661,46
DB00629,DB12332,46
DB09048,DB01097,46
DB00584,DB00199,46
DB00584,DB00196,46
DB00773,DB09198,46
DB01418,DB05219,46
DB00748,DB00176,46
DB00748,DB00177,46
DB06736,DB00203,46
DB00960,DB00613,46
DB06736,DB00208,46
DB00444,DB00208,46
DB00239,DB00951,46
DB00444,DB00203,46
DB00889,DB04855,46
DB01131,DB01211,46
DB00822,DB08865,46
DB01067,DB04855,46
DB00972,DB01029,46
DB01240,DB05812,46
DB01558,DB08865,46
DB01074,DB01012,46
DB00641,DB00195,46
DB00972,DB09238,46
DB06684,DB00195,46
DB09570,DB00320,46
DB00932,DB00420,46
DB00502,DB00951,46
DB06589,DB00349,46
DB00495,DB06595,46
DB00603,DB00661,46
DB00356,DB06697,46
DB06701,DB04868,46
DB01216,DB09065,46
DB01244,DB09118,46
DB00608,DB00208,46
DB00608,DB00203,46
DB00741,DB08873,46
DB00690,DB12332,46
DB00772,DB09198,46
DB09236,DB01321,46
DB01065,DB00736,46
DB00753,DB04572,46
DB01204,DB00184,46
DB00502,DB00224,46
DB00502,DB00227,46
DB00502,DB00220,46
DB01103,DB04855,46
DB08895,DB00705,46
DB00281,DB00277,46
DB00281,DB00270,46
DB00655,DB01211,46
DB00717,DB01319,46
DB00425,DB00908,46
DB01129,DB05812,46
DB00655,DB00169,46
DB00231,DB00359,46
DB00446,DB00745,46
DB06148,DB00715,46
DB00593,DB00661,46
DB00910,DB00243,46
DB01418,DB09054,46
DB01392,DB00220,46
DB01392,DB00227,46
DB01392,DB00224,46
DB01107,DB04868,46
DB01087,DB00215,46
DB00744,DB00343,46
DB00972,DB04871,46
DB01227,DB00176,46
DB00169,DB01232,46
DB01132,DB00625,46
DB00988,DB00238,46
DB00472,DB06708,46
DB00495,DB00736,46
DB01020,DB01263,46
DB06016,DB00705,46
DB01050,DB00177,46
DB01050,DB00176,46
DB01181,DB00472,46
DB00862,DB12332,46
DB01215,DB00320,46
DB00240,DB00188,46
DB01392,DB00482,46
DB00570,DB04868,46
DB01159,DB08865,46
DB00469,DB00169,46
DB00932,DB01156,46
DB00570,DB06595,46
DB00773,DB00208,46
DB06228,DB00196,46
DB00184,DB01263,46
DB06770,DB01232,46
DB01587,DB08873,46
DB06770,DB00188,46
DB00641,DB09039,46
DB06770,DB00184,46
DB00530,DB00458,46
DB00544,DB05219,46
DB08910,DB01319,46
DB00748,DB09054,46
DB08868,DB00270,46
DB01218,DB06595,46
DB06148,DB06595,46
DB08867,DB00268,46
DB00701,DB00208,46
DB00637,DB00268,46
DB00637,DB00264,46
DB00637,DB00263,46
DB00332,DB00582,46
DB00864,DB09570,46
DB01558,DB00091,46
DB00836,DB00208,46
DB00934,DB00264,46
DB00836,DB00203,46
DB01274,DB00238,46
DB01248,DB09031,46
DB06228,DB00224,46
DB06228,DB00220,46
DB00220,DB00254,46
DB01159,DB00199,46
DB01159,DB00195,46
DB00623,DB01118,46
DB01159,DB00196,46
DB01357,DB00544,46
DB11614,DB01156,46
DB01062,DB00091,46
DB09183,DB01685,46
DB00916,DB00177,46
DB00916,DB00176,46
DB01177,DB00440,46
DB00802,DB00203,46
DB00802,DB00208,46
DB08828,DB00270,46
DB00675,DB09119,46
DB08910,DB00196,46
DB00661,DB00212,46
DB08910,DB00199,46
DB00482,DB00254,46
DB11828,DB00705,46
DB00836,DB01156,46
DB01544,DB00379,46
DB06207,DB00263,46
DB01240,DB00263,46
DB01175,DB04855,46
DB00564,DB00176,46
DB00175,DB00254,46
DB00278,DB04855,46
DB01274,DB00907,46
DB00518,DB09167,46
DB06684,DB09039,46
DB06738,DB04868,46
DB11737,DB00176,46
DB00231,DB01129,46
DB00231,DB01124,46
DB00182,DB00502,46
DB00829,DB09167,46
DB00521,DB00477,46
DB00521,DB00472,46
DB00829,DB09054,46
DB00539,DB00283,46
DB01177,DB01095,46
DB00339,DB00582,46
DB00412,DB00196,46
DB06736,DB01118,46
DB00336,DB00243,46
DB01037,DB00343,46
DB06626,DB09119,46
DB00755,DB00468,46
DB00906,DB01232,46
DB11581,DB01319,46
DB00701,DB06697,46
DB01095,DB08880,46
DB00412,DB00440,46
DB00934,DB08893,46
DB06736,DB00440,46
DB13179,DB01211,46
DB01595,DB00343,46
DB01138,DB08873,46
DB01589,DB00745,46
DB00617,DB01264,46
DB00617,DB01263,46
DB01115,DB09238,46
DB00270,DB01118,46
DB01466,DB00188,46
DB00604,DB09054,46
DB00983,DB00745,46
DB00921,DB09167,46
DB00420,DB00705,46
DB00829,DB00976,46
DB11581,DB00196,46
DB00307,DB00227,46
DB00805,DB01403,46
DB00396,DB00264,46
DB06605,DB06413,46
DB05381,DB01118,46
DB00248,DB04868,46
DB00471,DB00678,46
DB06738,DB00715,46
DB00604,DB01685,46
DB00409,DB00501,46
DB01173,DB05521,46
DB01129,DB00446,46
DB00570,DB00195,46
DB06777,DB05521,46
DB00570,DB00196,46
DB00980,DB00501,46
DB01074,DB00215,46
DB00643,DB01211,46
DB08798,DB00625,46
DB00889,DB00932,46
DB06145,DB09054,46
DB00921,DB04855,46
DB00921,DB00196,46
DB00921,DB00195,46
DB00647,DB05521,46
DB13179,DB00582,46
DB00422,DB00208,46
DB00921,DB00199,46
DB01200,DB00254,46
DB00962,DB09054,46
DB06739,DB00501,46
DB00784,DB08880,46
DB00845,DB09054,46
DB00647,DB00091,46
DB08895,DB00270,46
DB01129,DB01319,46
DB01228,DB00951,46
DB06700,DB00196,46
DB00356,DB12332,46
DB00540,DB00379,46
DB00409,DB01156,46
DB00361,DB00468,46
DB01071,DB00951,46
DB00317,DB06697,46
DB01097,DB00268,46
DB04844,DB12332,46
DB01228,DB00482,46
DB01095,DB06697,46
DB00404,DB05812,46
DB01181,DB00675,46
DB00245,DB00468,46
DB01181,DB00678,46
DB00717,DB08865,46
DB00514,DB00625,46
DB07615,DB00976,46
DB01223,DB00730,46
DB00475,DB00196,46
DB00773,DB05521,46
DB00349,DB00320,46
DB00327,DB00715,46
DB12332,DB00482,46
DB09232,DB01321,46
DB01228,DB00224,46
DB09232,DB01211,46
DB00869,DB01095,46
DB00869,DB01097,46
DB11575,DB00270,46
DB00339,DB00215,46
DB00736,DB00270,46
DB00877,DB01321,46
DB00321,DB00091,46
DB09166,DB06413,46
DB09166,DB06414,46
DB06145,DB05521,46
DB00458,DB00091,46
DB06708,DB00283,46
DB00444,DB08865,46
DB00568,DB00932,46
DB00909,DB00661,46
DB04841,DB00215,46
DB00991,DB06414,46
DB01708,DB00705,46
DB00661,DB00199,46
DB09570,DB00420,46
DB00207,DB01319,46
DB06626,DB00745,46
DB01412,DB06595,46
DB06148,DB00932,46
DB01114,DB09291,46
DB00334,DB00195,46
DB12267,DB05521,46
DB06777,DB00220,46
DB06777,DB00224,46
DB06777,DB00227,46
DB01132,DB08873,46
DB00359,DB08873,46
DB05039,DB01232,46
DB06148,DB06697,46
DB01190,DB01319,46
DB00947,DB00263,46
DB08893,DB00705,46
DB06777,DB00243,46
DB05351,DB00263,46
DB08931,DB01211,46
DB01037,DB12332,46
DB00337,DB00582,46
DB09076,DB01012,46
DB12070,DB00349,46
DB01244,DB00907,46
DB01624,DB04871,46
DB00201,DB01095,46
DB06684,DB09238,46
DB09570,DB04855,46
DB00195,DB00243,46
DB01192,DB00176,46
DB01218,DB00215,46
DB00852,DB01403,46
DB00180,DB01211,46
DB09296,DB04868,46
DB00238,DB00254,46
DB09183,DB00675,46
DB09183,DB00679,46
DB09183,DB00678,46
DB00396,DB09238,46
DB01142,DB00359,46
DB00835,DB01232,46
DB00883,DB00263,46
DB09183,DB00582,46
DB01067,DB00263,46
DB01060,DB00752,46
DB00608,DB00412,46
DB06268,DB12332,46
DB00814,DB00359,46
DB00281,DB00752,46
DB01227,DB00220,46
DB00678,DB01232,46
DB00924,DB00608,46
DB00231,DB00091,46
DB00339,DB00976,46
DB00741,DB01211,46
DB00402,DB06414,46
DB06148,DB00196,46
DB01058,DB00215,46
DB01175,DB01211,46
DB00818,DB06595,46
DB09101,DB00243,46
DB00889,DB01118,46
DB00835,DB00184,46
DB00356,DB01156,46
DB09555,DB00715,46
DB06209,DB00752,46
DB06209,DB00758,46
DB01131,DB00254,46
DB06710,DB00243,46
DB09076,DB04855,46
DB01215,DB00289,46
DB01215,DB00283,46
DB00433,DB00169,46
DB01138,DB00661,46
DB01215,DB00285,46
DB00683,DB00227,46
DB01006,DB00203,46
DB00184,DB04572,46
DB09101,DB01118,46
DB01058,DB08865,46
DB01624,DB00195,46
DB00701,DB00412,46
DB00592,DB00502,46
DB00592,DB00501,46
DB00250,DB00446,46
DB04845,DB00263,46
DB00623,DB00477,46
DB00623,DB00472,46
DB00988,DB06708,46
DB00946,DB09054,46
DB01435,DB00176,46
DB01435,DB00177,46
DB01179,DB00289,46
DB00248,DB00661,46
DB01179,DB00285,46
DB01179,DB00283,46
DB01357,DB01029,46
DB00546,DB00270,46
DB00755,DB00208,46
DB09080,DB00482,46
DB01435,DB04871,46
DB06403,DB00199,46
DB06403,DB00196,46
DB00921,DB00359,46
DB01216,DB00582,46
DB06770,DB00440,46
DB00773,DB12332,46
DB00757,DB00220,46
DB00373,DB00736,46
DB00757,DB00224,46
DB00757,DB00227,46
DB01253,DB00263,46
DB09080,DB00224,46
DB09080,DB00227,46
DB01587,DB00263,46
DB01253,DB00196,46
DB00625,DB04572,46
DB06207,DB00188,46
DB00678,DB09065,46
DB00643,DB00343,46
DB00327,DB00679,46
DB06144,DB00932,46
DB00661,DB00006,46
DB00629,DB06595,46
DB06697,DB00349,46
DB06710,DB08865,46
DB00475,DB01012,46
DB01190,DB00203,46
DB00921,DB09291,46
DB01095,DB00320,46
DB01190,DB00208,46
DB01062,DB00289,46
DB00195,DB00908,46
DB00295,DB00468,46
DB11915,DB00289,46
DB00602,DB00176,46
DB01129,DB00227,46
DB01384,DB08865,46
DB00863,DB01118,46
DB00296,DB00343,46
DB01020,DB00285,46
DB01589,DB01319,46
DB00468,DB00625,46
DB01020,DB00283,46
DB00296,DB00349,46
DB00889,DB00091,46
DB00869,DB09167,46
DB06626,DB00446,46
DB00641,DB00254,46
DB01589,DB00951,46
DB04920,DB00705,46
DB00822,DB00283,46
DB00822,DB00285,46
DB00822,DB00289,46
DB00696,DB00289,46
DB00696,DB00283,46
DB00906,DB00976,46
DB00696,DB00281,46
DB00343,DB04876,46
DB01156,DB04868,46
DB00184,DB00285,46
DB00184,DB00281,46
DB00184,DB00283,46
DB00983,DB08893,46
DB00499,DB00176,46
DB09570,DB00625,46
DB00980,DB00201,46
DB01037,DB09054,46
DB00980,DB00203,46
DB00980,DB00207,46
DB00980,DB00208,46
DB08439,DB04855,46
DB00748,DB00501,46
DB05294,DB00263,46
DB00514,DB00343,46
DB00997,DB00951,46
DB01191,DB06697,46
DB01054,DB00582,46
DB09570,DB00196,46
DB09570,DB00195,46
DB09570,DB00199,46
DB00701,DB09167,46
DB08918,DB05219,46
DB00567,DB00263,46
DB01244,DB01211,46
DB00946,DB01319,46
DB00567,DB00264,46
DB00276,DB00752,46
DB01240,DB01124,46
DB00625,DB12332,46
DB01393,DB00176,46
DB06145,DB01319,46
DB01124,DB09238,46
DB00910,DB00705,46
DB01274,DB01012,46
DB04845,DB12332,46
DB04841,DB01012,46
DB01621,DB00169,46
DB00599,DB00446,46
DB00943,DB01029,46
DB00921,DB01129,46
DB06016,DB12332,46
DB00921,DB01124,46
DB11915,DB00908,46
DB11915,DB00907,46
DB00851,DB00277,46
DB00862,DB00243,46
DB01065,DB00188,46
DB01196,DB12332,46
DB01115,DB00468,46
DB06739,DB00203,46
DB01274,DB00446,46
DB06739,DB00208,46
DB00912,DB00188,46
DB00396,DB09039,46
DB00740,DB00215,46
DB00620,DB01232,46
DB04845,DB00705,46
DB01384,DB01118,46
DB00864,DB00936,46
DB00864,DB00932,46
DB01037,DB08873,46
DB01054,DB00176,46
DB08883,DB00661,46
DB00987,DB00270,46
DB00822,DB12332,46
DB06742,DB00188,46
DB00898,DB00705,46
DB06176,DB00446,46
DB00277,DB04868,46
DB01067,DB00243,46
DB00661,DB09054,46
DB06176,DB00196,46
DB06176,DB00199,46
DB00972,DB08865,46
DB00321,DB05219,46
DB01384,DB00243,46
DB11737,DB00582,46
DB00180,DB00343,46
DB00180,DB04855,46
DB01263,DB00220,46
DB01263,DB00224,46
DB09076,DB00752,46
DB00582,DB01685,46
DB00245,DB00349,46
DB00575,DB00224,46
DB00736,DB01319,46
DB00261,DB00208,46
DB06777,DB04868,46
DB00336,DB00349,46
DB00261,DB00201,46
DB00261,DB00207,46
DB00248,DB00343,46
DB00344,DB00482,46
DB00327,DB00477,46
DB01190,DB09054,46
DB00420,DB00951,46
DB00869,DB01118,46
DB00568,DB00215,46
DB05109,DB00477,46
DB05109,DB00472,46
DB01577,DB04868,46
DB01124,DB06413,46
DB01577,DB00363,46
DB01058,DB00582,46
DB00195,DB00420,46
DB06684,DB00932,46
DB00220,DB00196,46
DB00907,DB00976,46
DB01105,DB00091,46
DB09183,DB09054,46
DB00327,DB00907,46
DB01181,DB00359,46
DB00262,DB09167,46
DB00812,DB01685,46
DB00543,DB01156,46
DB01551,DB00458,46
DB00343,DB01232,46
DB01142,DB00976,46
DB11828,DB00196,46
DB08828,DB01118,46
DB11828,DB00199,46
DB00972,DB00472,46
DB00396,DB00320,46
DB00245,DB06697,46
DB00541,DB01232,46
DB00231,DB12332,46
DB00497,DB04871,46
DB06697,DB01232,46
DB01190,DB08865,46
DB01544,DB08865,46
DB00860,DB00343,46
DB00343,DB00188,46
DB01244,DB01156,46
DB01035,DB00238,46
DB00307,DB01232,46
DB01138,DB01129,46
DB00909,DB09054,46
DB08910,DB00091,46
DB00177,DB05219,46
DB00717,DB00176,46
DB00977,DB00270,46
DB00371,DB09198,46
DB00541,DB00188,46
DB00327,DB09198,46
DB00988,DB08893,46
DB00268,DB04855,46
DB00344,DB00907,46
DB09183,DB00420,46
DB00317,DB09167,46
DB00277,DB00467,46
DB01558,DB09119,46
DB09166,DB04855,46
DB00195,DB00169,46
DB00835,DB01685,46
DB00814,DB04868,46
DB00628,DB00220,46
DB00628,DB00227,46
DB00628,DB00224,46
DB00215,DB00349,46
DB00852,DB06595,46
DB00740,DB09198,46
DB00608,DB00625,46
DB00175,DB05219,46
DB01708,DB00976,46
DB00231,DB00446,46
DB00603,DB00208,46
DB00231,DB00440,46
DB01129,DB05521,46
DB00603,DB00203,46
DB01177,DB00715,46
DB01198,DB00359,46
DB04574,DB00285,46
DB00741,DB00976,46
DB09101,DB00263,46
DB00207,DB00661,46
DB00433,DB01118,46
DB00783,DB12332,46
DB00499,DB00379,46
DB00327,DB06595,46
DB01227,DB00661,46
DB00683,DB00582,46
DB11560,DB00468,46
DB06403,DB00227,46
DB06403,DB00224,46
DB06403,DB00220,46
DB00318,DB00091,46
DB00946,DB00203,46
DB00946,DB00208,46
DB01179,DB00582,46
DB00215,DB00227,46
DB01466,DB00264,46
DB01466,DB00263,46
DB00934,DB00349,46
DB00637,DB01403,46
DB00593,DB00208,46
DB09555,DB00501,46
DB00521,DB04871,46
DB00593,DB00203,46
DB00768,DB01264,46
DB01191,DB00268,46
DB00863,DB00215,46
DB09183,DB12332,46
DB01392,DB01118,46
DB00343,DB05219,46
DB01074,DB09167,46
DB00184,DB00951,46
DB00091,DB09065,46
DB01006,DB00220,46
DB01274,DB00705,46
DB01006,DB00224,46
DB01224,DB00091,46
DB00396,DB01156,46
DB00184,DB05521,46
DB05351,DB05521,46
DB00943,DB04855,46
DB01558,DB00254,46
DB00921,DB00091,46
DB09396,DB00270,46
DB00285,DB00254,46
DB00805,DB04868,46
DB06605,DB01097,46
DB06605,DB01095,46
DB11614,DB09119,46
DB04835,DB00283,46
DB04835,DB00285,46
DB01224,DB00320,46
DB01115,DB00263,46
DB06697,DB05219,46
DB00637,DB00752,46
DB01115,DB00268,46
DB00584,DB04855,46
DB06144,DB00215,46
DB00307,DB09054,46
DB01551,DB00715,46
DB00701,DB00625,46
DB06292,DB08893,46
DB00969,DB01095,46
DB00203,DB00263,46
DB00829,DB01095,46
DB00829,DB01097,46
DB00379,DB00951,46
DB01183,DB00482,46
DB00296,DB00997,46
DB04845,DB00091,46
DB09076,DB09118,46
DB00454,DB00468,46
DB00943,DB00208,46
DB00990,DB01118,46
DB00332,DB00477,46
DB01261,DB08865,46
DB00250,DB00184,46
DB00332,DB00472,46
DB00620,DB00196,46
DB00620,DB00199,46
DB01159,DB00359,46
DB00250,DB00188,46
DB05039,DB12332,46
DB00455,DB00188,46
DB00617,DB00359,46
DB09048,DB09167,46
DB00475,DB08873,46
DB00425,DB01097,46
DB00864,DB00263,46
DB00665,DB09118,46
DB01283,DB00745,46
DB06736,DB00177,46
DB01177,DB01124,46
DB01114,DB00458,46
DB01587,DB00091,46
DB05109,DB00679,46
DB05109,DB00678,46
DB01544,DB00289,46
DB01544,DB00285,46
DB01544,DB00283,46
DB01544,DB00281,46
DB01577,DB00169,46
DB09048,DB00679,46
DB11921,DB00661,46
DB00590,DB00208,46
DB00812,DB05219,46
DB08931,DB00625,46
DB00444,DB00283,46
DB03128,DB00752,46
DB00444,DB00285,46
DB00444,DB00289,46
DB00864,DB03793,46
DB06710,DB01263,46
DB06710,DB01264,46
DB00688,DB00482,46
DB00589,DB00458,46
DB00412,DB00359,46
DB00458,DB00196,46
DB11581,DB00976,46
DB06772,DB00091,46
DB08893,DB00195,46
DB08893,DB00196,46
DB00185,DB00482,46
DB06684,DB00468,46
DB00912,DB00412,46
DB00499,DB00201,46
DB00526,DB00281,46
DB00276,DB09291,46
DB08439,DB00208,46
DB01621,DB01118,46
DB00296,DB04871,46
DB00499,DB00208,46
DB01037,DB06595,46
DB00943,DB06697,46
DB00568,DB06708,46
DB01183,DB05219,46
DB11828,DB00976,46
DB00712,DB00169,46
DB01132,DB00289,46
DB00514,DB00997,46
DB01132,DB00285,46
DB01132,DB00283,46
DB00575,DB00705,46
DB00307,DB01264,46
DB00748,DB00715,46
DB00307,DB01263,46
DB11921,DB01211,46
DB00377,DB06595,46
DB00409,DB00608,46
DB00758,DB04868,46
DB13179,DB00227,46
DB00554,DB08880,46
DB11737,DB09054,46
DB06769,DB09198,46
DB00277,DB01132,46
DB00688,DB00976,46
DB00277,DB00264,46
DB00277,DB00263,46
DB00625,DB09065,46
DB01074,DB00582,46
DB00277,DB00268,46
DB00317,DB00188,46
DB00612,DB00482,46
DB00250,DB09065,46
DB09396,DB01232,46
DB00169,DB00661,46
DB00264,DB00196,46
DB01041,DB00277,46
DB00773,DB00320,46
DB01065,DB00227,46
DB01065,DB00224,46
DB01065,DB00220,46
DB01429,DB00264,46
DB04920,DB09198,46
DB00444,DB12332,46
DB00317,DB00458,46
DB00531,DB00758,46
DB00540,DB08873,46
DB00598,DB00238,46
DB06155,DB00320,46
DB00531,DB00752,46
DB00834,DB00176,46
DB06264,DB00277,46
DB11915,DB01263,46
DB00604,DB08865,46
DB00708,DB12332,46
DB09102,DB00188,46
DB01128,DB01118,46
DB01283,DB00268,46
DB01128,DB00243,46
DB01283,DB00263,46
DB08918,DB00736,46
DB00690,DB00320,46
DB00736,DB00745,46
DB00933,DB00420,46
DB01138,DB06595,46
DB06736,DB01685,46
DB06176,DB00254,46
DB06016,DB00472,46
DB01166,DB00277,46
DB06016,DB00477,46
DB00502,DB00932,46
DB00936,DB09167,46
DB06701,DB00472,46
DB06701,DB00477,46
DB00598,DB01611,46
DB01058,DB00625,46
DB00672,DB00951,46
DB08910,DB09198,46
DB00988,DB09039,46
DB06736,DB09198,46
DB00637,DB06697,46
DB00575,DB09054,46
DB06292,DB00951,46
DB00818,DB00224,46
DB00818,DB00227,46
DB04841,DB00907,46
DB00589,DB00715,46
DB04841,DB00908,46
DB01035,DB04871,46
DB00933,DB00285,46
DB00933,DB00283,46
DB00637,DB00679,46
DB00933,DB00289,46
DB00153,DB00176,46
DB00346,DB12332,46
DB00907,DB00582,46
DB01074,DB01211,46
DB01244,DB00705,46
DB01097,DB06595,46
DB00836,DB00283,46
DB04930,DB00208,46
DB00836,DB00285,46
DB00543,DB09118,46
DB00836,DB00289,46
DB04930,DB00203,46
DB01110,DB04868,46
DB06292,DB00379,46
DB00933,DB00243,46
DB06710,DB09054,46
DB06589,DB01132,46
DB06209,DB00254,46
DB01107,DB00458,46
DB00180,DB09054,46
DB01138,DB00199,46
DB01138,DB00196,46
DB00277,DB08893,46
DB00384,DB09167,46
DB04846,DB01611,46
DB00373,DB00349,46
DB00404,DB08865,46
DB01263,DB00976,46
DB01236,DB00203,46
DB12267,DB00661,46
DB00741,DB00343,46
DB01236,DB00208,46
DB00883,DB01319,46
DB05676,DB00976,46
DB00332,DB00270,46
DB00865,DB00188,46
DB01029,DB00169,46
DB00296,DB00608,46
DB00176,DB00283,46
DB01159,DB00501,46
DB00672,DB00176,46
DB00672,DB00177,46
DB00755,DB00176,46
DB00755,DB00177,46
DB00814,DB05219,46
DB01435,DB04855,46
DB11915,DB00679,46
DB00285,DB08873,46
DB00734,DB00196,46
DB00231,DB01211,46
DB00934,DB00951,46
DB06697,DB00446,46
DB00586,DB06414,46
DB05812,DB09065,46
DB05294,DB12332,46
DB00238,DB09167,46
DB00814,DB00199,46
DB00814,DB00196,46
DB00343,DB00446,46
DB00829,DB08873,46
DB06789,DB01211,46
DB01435,DB04572,46
DB00734,DB00220,46
DB00734,DB00224,46
DB00734,DB00227,46
DB00184,DB00363,46
DB00590,DB00446,46
DB09183,DB00215,46
DB01206,DB01012,46
DB00518,DB00196,46
DB00518,DB00199,46
DB00214,DB01129,46
DB00214,DB01124,46
DB00598,DB00176,46
DB08439,DB00169,46
DB00805,DB00224,46
DB08903,DB04855,46
DB00835,DB00343,46
DB00835,DB00349,46
DB00518,DB00227,46
DB00990,DB00254,46
DB00518,DB00220,46
DB00451,DB00343,46
DB01142,DB00263,46
DB01184,DB00482,46
DB00495,DB00270,46
DB05381,DB06414,46
DB01177,DB00502,46
DB01177,DB00501,46
DB00402,DB00188,46
DB01156,DB00678,46
DB01240,DB09167,46
DB00584,DB09065,46
DB08893,DB00976,46
DB00592,DB00215,46
DB08918,DB00908,46
DB08918,DB00907,46
DB08906,DB01232,46
DB04841,DB00363,46
DB01131,DB00091,46
DB01409,DB00752,46
DB00924,DB00264,46
DB00904,DB00184,46
DB00748,DB01029,46
DB01435,DB00446,46
DB01435,DB00440,46
DB01577,DB00477,46
DB00425,DB09119,46
DB00546,DB01211,46
DB00921,DB00440,46
DB01177,DB12332,46
DB01418,DB01138,46
DB01396,DB00091,46
DB01095,DB01232,46
DB03128,DB08893,46
DB06700,DB00263,46
DB00571,DB00263,46
DB00620,DB00254,46
DB00808,DB12332,46
DB00604,DB00263,46
DB01544,DB09065,46
DB06176,DB09119,46
DB00636,DB00243,46
DB01435,DB09238,46
DB00829,DB01118,46
DB01544,DB00582,46
DB01216,DB01211,46
DB00715,DB00907,46
DB00468,DB00215,46
DB00285,DB05219,46
DB00182,DB00238,46
DB06739,DB00582,46
DB00454,DB00349,46
DB04574,DB00379,46
DB00454,DB00343,46
DB06739,DB01232,46
DB00203,DB09198,46
DB01551,DB12332,46
DB01283,DB00468,46
DB00295,DB00195,46
DB00295,DB00196,46
DB00612,DB01263,46
DB00295,DB00199,46
DB01587,DB00976,46
DB01577,DB01156,46
DB01074,DB00908,46
DB01577,DB00285,46
DB01074,DB00907,46
DB11737,DB00661,46
DB00869,DB00678,46
DB09297,DB00270,46
DB06145,DB00263,46
DB00530,DB00215,46
DB04946,DB00169,46
DB00956,DB00215,46
DB01173,DB08873,46
DB00593,DB01263,46
DB00593,DB01264,46
DB00379,DB00176,46
DB01708,DB09065,46
DB00482,DB01124,46
DB00586,DB12332,46
DB01114,DB09167,46
DB01589,DB00468,46
DB06016,DB01232,46
DB00451,DB04868,46
DB00377,DB09291,46
DB00712,DB01118,46
DB01393,DB00661,46
DB00358,DB00976,46
DB08439,DB00440,46
DB00263,DB00359,46
DB01196,DB01232,46
DB00370,DB05219,46
DB00972,DB01232,46
DB00201,DB00679,46
DB00201,DB00678,46
DB09570,DB00207,46
DB00988,DB04871,46
DB09570,DB00201,46
DB09570,DB00208,46
DB01380,DB08873,46
DB00337,DB04855,46
DB04920,DB00091,46
DB01173,DB01232,46
