drug_A,drug_B,DDI
DB01355,DB01050,0
DB00204,DB00243,0
DB08901,DB12070,0
DB06203,DB00209,0
DB12332,DB01037,0
DB00818,DB12466,0
DB04572,DB06218,0
DB00361,DB09308,0
DB06702,DB00363,0
DB05294,DB00518,0
DB06608,DB00316,0
DB00700,DB00363,0
DB12070,DB01577,0
DB00969,DB00307,0
DB06725,DB01041,0
DB01184,DB00214,0
DB13812,DB01100,0
DB11560,DB06697,0
DB00343,DB00234,0
DB09327,DB01037,0
DB00501,DB00245,0
DB14881,DB12161,0
DB00575,DB00218,0
DB01128,DB09238,0
DB09048,DB01274,0
DB11703,DB01029,0
DB13203,DB00412,0
DB09183,DB01039,0
DB12781,DB01424,0
DB00361,DB11952,0
DB06616,DB02703,0
DB06670,DB01241,0
DB00531,DB01151,0
DB06626,DB02568,0
DB09118,DB14635,0
DB00349,DB14635,0
DB06419,DB11574,0
DB00978,DB00715,0
DB11730,DB00675,0
DB00773,DB06663,0
DB06652,DB06228,0
DB01667,DB01367,0
DB11757,DB00549,0
DB08895,DB11837,0
DB00316,DB01096,0
DB09183,DB13679,0
DB01151,DB01551,0
DB06419,DB00196,0
DB00918,DB06287,0
DB00518,DB12245,0
DB03783,DB00731,0
DB04574,DB13261,0
DB01656,DB06268,0
DB12531,DB00779,0
DB06016,DB11753,0
DB00563,DB04794,0
DB00496,DB06370,0
DB00678,DB01117,0
DB00590,DB11554,0
DB09048,DB13679,0
DB00738,DB13174,0
DB01223,DB11459,0
DB00277,DB00553,0
DB06702,DB12500,0
DB06769,DB00261,0
DB01275,DB00186,0
DB01576,DB00234,0
DB04725,DB00307,0
DB04630,DB01026,0
DB12070,DB01562,0
DB09080,DB01037,0
DB01394,DB09065,0
DB12926,DB00261,0
DB00304,DB00675,0
DB11785,DB00193,0
DB00185,DB00627,0
DB01069,DB09065,0
DB06702,DB00317,0
DB11586,DB00627,0
DB09256,DB00622,0
DB01072,DB00320,0
DB06403,DB00401,0
DB01429,DB00857,0
DB08820,DB00590,0
DB00938,DB09288,0
DB00277,DB08808,0
DB11757,DB06730,0
DB00496,DB01466,0
DB00730,DB13772,0
DB01193,DB00333,0
DB01097,DB11753,0
DB01100,DB08820,0
DB06774,DB14029,0
DB00932,DB09048,0
DB14540,DB00571,0
DB01238,DB01128,0
DB11986,DB13950,0
DB15102,DB00932,0
DB01129,DB11837,0
DB01033,DB01014,0
DB00831,DB11892,0
DB01297,DB00679,0
DB01095,DB00960,0
DB01058,DB00497,0
DB06700,DB09330,0
DB01129,DB01067,0
DB11757,DB01562,0
DB12147,DB00471,0
DB09068,DB08880,0
DB00810,DB00540,0
DB00304,DB00715,0
DB08875,DB00829,0
DB11529,DB01167,0
DB00972,DB11837,0
DB00277,DB01096,0
DB05541,DB01320,0
DB08962,DB00531,0
DB01544,DB00531,0
DB00898,DB01011,0
DB00203,DB00627,0
DB12070,DB00420,0
DB00531,DB06663,0
DB00945,DB00196,0
DB01029,DB01174,0
DB09173,DB01128,0
DB08496,DB01058,0
DB08860,DB04898,0
DB13919,DB00472,0
DB14542,DB01248,0
DB09039,DB13409,0
DB05229,DB00613,0
DB11737,DB01167,0
DB11757,DB00731,0
DB11986,DB00196,0
DB00580,DB01101,0
DB01558,DB14635,0
DB00567,DB00549,0
DB11614,DB01289,0
DB01466,DB01093,0
DB01394,DB05521,0
DB00426,DB13409,0
DB04855,DB00216,0
DB00726,DB00497,0
DB00277,DB01764,0
DB13573,DB01645,0
DB09068,DB00622,0
DB00758,DB14033,0
DB01128,DB02709,0
DB00918,DB01611,0
DB04356,DB01166,0
DB01009,DB06589,0
DB09068,DB00617,0
DB01177,DB00486,0
DB06267,DB05521,0
DB00203,DB13174,0
DB01094,DB00420,0
DB01256,DB01085,0
DB12371,DB09080,0
DB00972,DB08911,0
DB09256,DB00307,0
DB00484,DB09248,0
DB01008,DB01173,0
DB06203,DB00792,0
DB00384,DB14025,0
DB00918,DB01472,0
DB00972,DB13627,0
DB02377,DB01590,0
DB00744,DB01128,0
DB00338,DB04856,0
DB03783,DB00951,0
DB00420,DB08909,0
DB09030,DB01685,0
DB11730,DB00635,0
DB00342,DB11718,0
DB08901,DB00976,0
DB00213,DB00949,0
DB01198,DB01128,0
DB01418,DB00553,0
DB00514,DB01128,0
DB00342,DB11952,0
DB01166,DB06636,0
DB13592,DB13633,0
DB01223,DB13409,0
DB00474,DB00203,0
DB12130,DB11915,0
DB00342,DB00622,0
DB01621,DB01388,0
DB08882,DB09118,0
DB09054,DB00549,0
DB01418,DB00426,0
DB00454,DB13679,0
DB01551,DB00501,0
DB11689,DB06772,0
DB15035,DB01268,0
DB15444,DB01224,0
DB00897,DB00773,0
DB01093,DB00706,0
DB12147,DB00715,0
DB04840,DB11837,0
DB01097,DB14029,0
DB11689,DB00333,0
DB11915,DB00358,0
DB00814,DB00255,0
DB09053,DB00627,0
DB00468,DB00177,0
DB09199,DB08911,0
DB01254,DB11817,0
DB11641,DB11837,0
DB00773,DB13179,0
DB14011,DB09273,0
DB00495,DB00277,0
DB01151,DB00608,0
DB09351,DB11638,0
DB01590,DB09235,0
DB12070,DB01297,0
DB00575,DB06587,0
DB00227,DB01275,0
DB00238,DB01685,0
DB09198,DB01026,0
DB11915,DB09224,0
DB00866,DB13679,0
DB01154,DB06729,0
DB11817,DB01093,0
DB00309,DB09235,0
DB12752,DB11837,0
DB09048,DB06203,0
DB00321,DB12245,0
DB00818,DB00503,0
DB11967,DB00783,0
DB09173,DB09065,0
DB00250,DB00307,0
DB09256,DB00262,0
DB00916,DB12070,0
DB00307,DB09238,0
DB00717,DB11779,0
DB00227,DB00549,0
DB12147,DB00784,0
DB00203,DB00396,0
DB00835,DB01037,0
DB06506,DB00834,0
DB00829,DB08873,0
DB13812,DB00281,0
DB00208,DB09078,0
DB09143,DB01110,0
DB01232,DB01656,0
DB06268,DB00872,0
DB00255,DB08911,0
DB00661,DB11491,0
DB00277,DB06287,0
DB06589,DB13456,0
DB01429,DB11586,0
DB04356,DB00277,0
DB00188,DB06174,0
DB01238,DB11730,0
DB01254,DB06654,0
DB13203,DB01590,0
DB09256,DB00201,0
DB00469,DB09198,0
DB09166,DB00312,0
DB01124,DB01174,0
DB01118,DB00717,0
DB01190,DB01100,0
DB06652,DB00412,0
DB00813,DB00501,0
DB00641,DB00604,0
DB12926,DB00655,0
DB06448,DB00784,0
DB01131,DB05812,0
DB04840,DB12332,0
DB06652,DB01117,0
DB13508,DB00193,0
DB11718,DB09238,0
DB08901,DB01241,0
DB06608,DB01274,0
DB00531,DB00528,0
DB13757,DB08901,0
DB08882,DB09101,0
DB06608,DB00699,0
DB01259,DB01128,0
DB01174,DB00625,0
DB01577,DB06729,0
DB01274,DB00321,0
DB11742,DB13338,0
DB00541,DB00518,0
DB00946,DB01198,0
DB06726,DB00857,0
DB01295,DB00283,0
DB06370,DB04557,0
DB00912,DB00619,0
DB11986,DB01128,0
DB13944,DB11632,0
DB11967,DB09276,0
DB02709,DB00779,0
DB12130,DB08860,0
DB08873,DB00619,0
DB00277,DB09039,0
DB00831,DB01645,0
DB00193,DB00481,0
DB00969,DB00553,0
DB01131,DB00412,0
DB06772,DB12532,0
DB01062,DB00472,0
DB00773,DB13456,0
DB01098,DB00621,0
DB00193,DB01127,0
DB09173,DB15982,0
DB00277,DB01587,0
DB01166,DB01136,0
DB15035,DB13338,0
DB00655,DB13179,0
DB01283,DB00544,0
DB09273,DB00934,0
DB04930,DB00321,0
DB11689,DB00857,0
DB00307,DB00580,0
DB06370,DB06729,0
DB06652,DB01254,0
DB00216,DB01087,0
DB11586,DB05812,0
DB01223,DB09054,0
DB00208,DB00752,0
DB01466,DB09049,0
DB01075,DB00531,0
DB09173,DB00289,0
DB00312,DB13941,0
DB13956,DB01050,0
DB01087,DB01395,0
DB13530,DB06512,0
DB09048,DB01174,0
DB06510,DB08901,0
DB00266,DB06697,0
DB01229,DB00818,0
DB06738,DB00252,0
DB14542,DB11915,0
DB01075,DB04831,0
DB06448,DB09383,0
DB08828,DB09238,0
DB00373,DB06729,0
DB06737,DB12245,0
DB00193,DB00763,0
DB01095,DB15982,0
DB01203,DB06287,0
DB13406,DB00794,0
DB06268,DB04856,0
DB13762,DB00758,0
DB13508,DB01005,0
DB00203,DB01628,0
DB00857,DB01155,0
DB00433,DB06370,0
DB12371,DB00731,0
DB00186,DB00481,0
DB11785,DB06702,0
DB01118,DB13409,0
DB06737,DB08828,0
DB06589,DB00715,0
DB00316,DB01085,0
DB00289,DB00661,0
DB00784,DB01217,0
DB00204,DB09063,0
DB04844,DB00726,0
DB06218,DB01098,0
DB06218,DB14019,0
DB13443,DB06735,0
DB01098,DB01023,0
DB09256,DB00762,0
DB14568,DB00705,0
DB13508,DB00490,0
DB01236,DB11753,0
DB11967,DB00458,0
DB01190,DB12582,0
DB01058,DB00541,0
DB01395,DB13409,0
DB09555,DB00726,0
DB04572,DB00446,0
DB00946,DB13179,0
DB12147,DB04557,0
DB00185,DB01233,0
DB12371,DB08820,0
DB06789,DB06731,0
DB00699,DB06654,0
DB08901,DB01611,0
DB01431,DB00264,0
DB01095,DB00938,0
DB00543,DB00216,0
DB06652,DB00675,0
DB04938,DB01394,0
DB01255,DB00238,0
DB00622,DB01645,0
DB01181,DB13950,0
DB01136,DB00557,0
DB00248,DB06663,0
DB00426,DB01059,0
DB00945,DB00794,0
DB08901,DB00734,0
DB01174,DB00604,0
DB01355,DB00518,0
DB00514,DB00169,0
DB12371,DB06174,0
DB09200,DB13919,0
DB13679,DB01562,0
DB06594,DB06600,0
DB00289,DB01023,0
DB01392,DB00238,0
DB01069,DB00715,0
DB12887,DB01093,0
DB06670,DB00784,0
DB14055,DB01110,0
DB14055,DB00726,0
DB00255,DB00908,0
DB06772,DB00734,0
DB12926,DB02489,0
DB06419,DB00734,0
DB08875,DB12332,0
DB06603,DB01259,0
DB00321,DB00472,0
DB00309,DB15444,0
DB11757,DB00619,0
DB00726,DB11638,0
DB01094,DB01155,0
DB00367,DB11703,0
DB00214,DB00421,0
DB06772,DB01204,0
DB08881,DB08873,0
DB11712,DB00675,0
DB11979,DB00289,0
DB09048,DB00834,0
DB12332,DB06160,0
DB06176,DB13950,0
DB06605,DB00665,0
DB00726,DB00489,0
DB09073,DB14635,0
DB12245,DB01110,0
DB05271,DB13174,0
DB00794,DB06150,0
DB01395,DB11475,0
DB11362,DB13952,0
DB11785,DB09065,0
DB01118,DB00191,0
DB00187,DB00321,0
DB00373,DB06414,0
DB06210,DB00442,0
DB06700,DB01395,0
DB12141,DB01275,0
DB01159,DB12319,0
DB11560,DB09198,0
DB12070,DB01454,0
DB01131,DB11638,0
DB11757,DB00554,0
DB06287,DB11730,0
DB01320,DB11703,0
DB04951,DB00384,0
DB12926,DB11791,0
DB03783,DB00613,0
DB11986,DB15444,0
DB01590,DB13409,0
DB12371,DB00501,0
DB06626,DB00544,0
DB00409,DB00188,0
DB00250,DB00238,0
DB09048,DB00969,0
DB00266,DB00321,0
DB11362,DB08901,0
DB11718,DB01095,0
DB01067,DB00972,0
DB11757,DB00421,0
DB09068,DB01259,0
DB00784,DB01195,0
DB01264,DB00518,0
DB00608,DB01173,0
DB06204,DB01029,0
DB08882,DB00531,0
DB06652,DB01685,0
DB00918,DB11730,0
DB00731,DB00705,0
DB00744,DB00625,0
DB11979,DB00764,0
DB01645,DB00195,0
DB01551,DB00238,0
DB05229,DB00205,0
DB00530,DB00370,0
DB03783,DB00530,0
DB00617,DB00951,0
DB00563,DB00191,0
DB14018,DB01173,0
DB08875,DB00343,0
DB06480,DB01181,0
DB00590,DB00773,0
DB06510,DB00617,0
DB05804,DB01227,0
DB08882,DB00320,0
DB04898,DB00705,0
DB06480,DB01234,0
DB07615,DB00921,0
DB09076,DB00195,0
DB00186,DB06616,0
DB00549,DB08881,0
DB04855,DB00759,0
DB00343,DB00574,0
DB12130,DB09078,0
DB01002,DB01173,0
DB09102,DB01062,0
DB11986,DB01127,0
DB00440,DB01138,0
DB06737,DB00619,0
DB08901,DB06268,0
DB12930,DB00185,0
DB13944,DB00501,0
DB11689,DB00518,0
DB06176,DB06218,0
DB00382,DB13953,0
DB08882,DB01685,0
DB00264,DB00530,0
DB00642,DB14029,0
DB01198,DB14512,0
DB01175,DB00624,0
DB00921,DB00188,0
DB11757,DB01062,0
DB11915,DB00446,0
DB06737,DB14635,0
DB01645,DB01058,0
DB05521,DB00401,0
DB06603,DB00661,0
DB01236,DB00412,0
DB01418,DB01395,0
DB09063,DB14019,0
DB00945,DB06414,0
DB01166,DB00384,0
DB08502,DB01029,0
DB09256,DB00951,0
DB04557,DB00285,0
DB14542,DB06772,0
DB00266,DB00333,0
DB00945,DB00921,0
DB04831,DB00590,0
DB01039,DB06731,0
DB01217,DB01039,0
DB13944,DB11574,0
DB06148,DB00998,0
DB12887,DB06663,0
DB09555,DB02703,0
DB00932,DB08901,0
DB11986,DB05482,0
DB00549,DB00872,0
DB01274,DB12332,0
DB06738,DB00912,0
DB06016,DB00627,0
DB13508,DB11855,0
DB11828,DB01406,0
DB00327,DB01097,0
DB05294,DB06587,0
DB13919,DB00323,0
DB01395,DB01275,0
DB06741,DB00173,0
DB01037,DB00730,0
DB01177,DB01388,0
DB13679,DB01093,0
DB11757,DB05229,0
DB00866,DB00592,0
DB11967,DB01100,0
DB06589,DB13338,0
DB08918,DB01005,0
DB01039,DB08864,0
DB00543,DB00674,0
DB06772,DB13950,0
DB00960,DB01026,0
DB01223,DB00334,0
DB00738,DB00446,0
DB06287,DB01268,0
DB00333,DB00938,0
DB01097,DB00177,0
DB04905,DB00289,0
DB12500,DB01041,0
DB00490,DB06589,0
DB13956,DB12319,0
DB01424,DB00972,0
DB00921,DB00608,0
DB09555,DB09065,0
DB09068,DB01184,0
DB00835,DB00758,0
DB04356,DB06419,0
DB09173,DB04948,0
DB12245,DB06442,0
DB06218,DB11581,0
DB12361,DB06654,0
DB11799,DB12332,0
DB01357,DB00763,0
DB01242,DB01395,0
DB01166,DB06587,0
DB01454,DB01005,0
DB00201,DB01190,0
DB00575,DB00668,0
DB11642,DB06512,0
DB00216,DB06727,0
DB09053,DB00938,0
DB09200,DB00544,0
DB01624,DB06616,0
DB06652,DB00252,0
DB00675,DB00690,0
DB13956,DB14025,0
DB01097,DB00916,0
DB12930,DB00468,0
DB09053,DB13179,0
DB01289,DB01118,0
DB11641,DB06774,0
DB12130,DB01037,0
DB12267,DB13941,0
DB00783,DB13772,0
DB06401,DB01544,0
DB06287,DB00951,0
DB13952,DB00784,0
DB01229,DB06663,0
DB00454,DB00619,0
DB01466,DB12245,0
DB00956,DB06448,0
DB00818,DB01029,0
DB00327,DB00668,0
DB12020,DB00530,0
DB14132,DB00261,0
DB12371,DB06663,0
DB08901,DB01275,0
DB01195,DB11753,0
DB06739,DB01259,0
DB13449,DB02709,0
DB00186,DB00549,0
DB09173,DB00656,0
DB13592,DB00980,0
DB01667,DB00365,0
DB06144,DB01232,0
DB13944,DB00514,0
DB00277,DB01128,0
DB00490,DB01621,0
DB00321,DB01590,0
DB01559,DB00763,0
DB00549,DB00951,0
DB00952,DB09244,0
DB01181,DB00778,0
DB09080,DB11994,0
DB13443,DB06204,0
DB01190,DB00938,0
DB00342,DB11805,0
DB00813,DB00531,0
DB01198,DB06290,0
DB00773,DB00752,0
DB13508,DB00540,0
DB13443,DB00608,0
DB06448,DB00470,0
DB05676,DB01165,0
DB00238,DB00623,0
DB06506,DB01129,0
DB00277,DB00528,0
DB12301,DB11689,0
DB01418,DB14029,0
DB09048,DB06735,0
DB01431,DB00270,0
DB04846,DB00091,0
DB00909,DB04911,0
DB00250,DB08901,0
DB01037,DB00196,0
DB13530,DB04840,0
DB13508,DB00361,0
DB09030,DB00363,0
DB00604,DB01009,0
DB00641,DB14635,0
DB00668,DB00193,0
DB01062,DB13867,0
DB04572,DB01268,0
DB11967,DB14029,0
DB00489,DB00188,0
DB12371,DB01764,0
DB06603,DB00270,0
DB01126,DB11837,0
DB00321,DB06731,0
DB09079,DB00759,0
DB11574,DB06212,0
DB00912,DB00613,0
DB14018,DB00458,0
DB00829,DB08816,0
DB11915,DB02703,0
DB09256,DB00554,0
DB04948,DB01110,0
DB12070,DB01609,0
DB00250,DB00188,0
DB04844,DB05271,0
DB08962,DB01544,0
DB06419,DB01232,0
DB11986,DB09073,0
DB00514,DB00367,0
DB00215,DB01096,0
DB01254,DB00678,0
DB00338,DB05812,0
DB01256,DB04839,0
DB01216,DB00396,0
DB01128,DB11779,0
DB09054,DB06370,0
DB00250,DB01388,0
DB01015,DB06654,0
DB08439,DB00622,0
DB01396,DB00433,0
DB06769,DB13261,0
DB05246,DB11633,0
DB13941,DB00580,0
DB01008,DB00207,0
DB07954,DB06587,0
DB01424,DB11837,0
DB00918,DB00608,0
DB13208,DB00705,0
DB00916,DB06730,0
DB08820,DB01058,0
DB01380,DB11779,0
DB13573,DB01044,0
DB11757,DB08972,0
DB00454,DB11633,0
DB00849,DB06729,0
DB06735,DB00215,0
DB01396,DB01764,0
DB03783,DB01591,0
DB09143,DB00627,0
DB00261,DB01079,0
DB06370,DB01117,0
DB00904,DB00814,0
DB01151,DB11718,0
DB00187,DB08909,0
DB01229,DB01110,0
DB00972,DB00281,0
DB04076,DB13953,0
DB01645,DB00553,0
DB00490,DB01087,0
DB08895,DB09118,0
DB00191,DB00625,0
DB00501,DB14568,0
DB00763,DB12267,0
DB00619,DB12466,0
DB06731,DB08815,0
DB04930,DB00818,0
DB11581,DB00778,0
DB00617,DB08881,0
DB13573,DB01118,0
DB01254,DB00461,0
DB00203,DB00169,0
DB09199,DB00619,0
DB06506,DB01142,0
DB09063,DB01167,0
DB01132,DB01079,0
DB00675,DB11475,0
DB00757,DB01628,0
DB12825,DB13633,0
DB06725,DB04938,0
DB00567,DB01085,0
DB13757,DB00497,0
DB07615,DB01685,0
DB13203,DB11554,0
DB08875,DB01628,0
DB09213,DB01026,0
DB00426,DB00661,0
DB12001,DB00358,0
DB04846,DB00169,0
DB13443,DB08922,0
DB12267,DB00554,0
DB12141,DB06587,0
DB00672,DB00317,0
DB14055,DB09166,0
DB09143,DB00819,0
DB01100,DB00574,0
DB09102,DB00321,0
DB11978,DB00208,0
DB01174,DB00440,0
DB01429,DB01255,0
DB12371,DB00726,0
DB00934,DB00818,0
DB11712,DB01190,0
DB00184,DB04920,0
DB04948,DB01059,0
DB01166,DB01002,0
DB13345,DB00763,0
DB11978,DB05812,0
DB00980,DB01128,0
DB04839,DB01181,0
DB13508,DB04844,0
DB00674,DB00338,0
DB06717,DB01685,0
DB00617,DB00374,0
DB01454,DB00412,0
DB00531,DB00495,0
DB08875,DB00744,0
DB00227,DB00468,0
DB08953,DB00540,0
DB12130,DB14575,0
DB00321,DB00356,0
DB09039,DB00243,0
DB12371,DB06791,0
DB00932,DB11915,0
DB01418,DB06730,0
DB00834,DB08439,0
DB12371,DB00250,0
DB00734,DB00541,0
DB09076,DB00316,0
DB13953,DB00173,0
DB00309,DB08873,0
DB04574,DB00661,0
DB00737,DB01562,0
DB13208,DB01183,0
DB01229,DB01129,0
DB01183,DB01181,0
DB00731,DB01233,0
DB01628,DB00857,0
DB00349,DB00344,0
DB00227,DB00675,0
DB08922,DB00679,0
DB15035,DB03010,0
DB14018,DB01405,0
DB01295,DB00091,0
DB11785,DB01075,0
DB13953,DB00752,0
DB00396,DB04818,0
DB12474,DB00472,0
DB08895,DB13867,0
DB12474,DB00227,0
DB00285,DB00792,0
DB01295,DB00338,0
DB00309,DB05482,0
DB11614,DB09068,0
DB13956,DB00472,0
DB14761,DB01394,0
DB13136,DB09078,0
DB01267,DB00297,0
DB09119,DB11827,0
DB06727,DB00496,0
DB11915,DB00234,0
DB01466,DB13174,0
DB04948,DB14025,0
DB14018,DB13592,0
DB05804,DB00938,0
DB00495,DB00715,0
DB00266,DB14033,0
DB06626,DB00264,0
DB04948,DB01087,0
DB00849,DB01026,0
DB00829,DB00773,0
DB00342,DB01628,0
DB00619,DB14025,0
DB01029,DB12245,0
DB00309,DB00590,0
DB00468,DB11785,0
DB00993,DB06290,0
DB11915,DB00822,0
DB00496,DB00956,0
DB09289,DB02703,0
DB00909,DB01167,0
DB09049,DB00270,0
DB00201,DB13456,0
DB11586,DB01241,0
DB12887,DB00705,0
DB01396,DB12887,0
DB15233,DB09063,0
DB06774,DB01012,0
DB01367,DB00904,0
DB01320,DB00412,0
DB12147,DB00207,0
DB06287,DB01059,0
DB06670,DB01611,0
DB06148,DB04930,0
DB13762,DB00715,0
DB09102,DB00655,0
DB01429,DB01611,0
DB06470,DB01011,0
DB06016,DB00277,0
DB00530,DB00697,0
DB09054,DB01098,0
DB13944,DB00196,0
DB00309,DB09118,0
DB01129,DB01041,0
DB11718,DB06691,0
DB00277,DB12391,0
DB00946,DB13345,0
DB06479,DB01190,0
DB00575,DB01232,0
DB00820,DB14011,0
DB01151,DB00184,0
DB01429,DB00283,0
DB13953,DB01424,0
DB00187,DB00338,0
DB14540,DB06652,0
DB01628,DB01012,0
DB01223,DB00932,0
DB04829,DB01023,0
DB01048,DB09183,0
DB08901,DB12466,0
DB06212,DB04839,0
DB05521,DB09065,0
DB12141,DB05521,0
DB00216,DB00679,0
DB01203,DB09039,0
DB00279,DB06210,0
DB01193,DB09291,0
DB01129,DB00327,0
DB13757,DB09076,0
DB00361,DB01039,0
DB00656,DB00531,0
DB01058,DB00333,0
DB01151,DB06512,0
DB01095,DB00674,0
DB06210,DB00365,0
DB04898,DB00949,0
DB06772,DB01198,0
DB00320,DB04794,0
DB15444,DB00819,0
DB00904,DB01645,0
DB01394,DB05482,0
DB09555,DB00574,0
DB00757,DB15982,0
DB13946,DB01241,0
DB12070,DB01128,0
DB09296,DB01023,0
DB06735,DB00203,0
DB00672,DB06268,0
DB01216,DB00604,0
DB15444,DB06469,0
DB01154,DB00621,0
DB00622,DB04908,0
DB13136,DB04911,0
DB11718,DB00514,0
DB11641,DB05903,0
DB12752,DB05812,0
DB01283,DB01098,0
DB11712,DB11633,0
DB00433,DB00857,0
DB04855,DB01059,0
DB00228,DB04794,0
DB05294,DB12391,0
DB00316,DB01069,0
DB01359,DB08909,0
DB01238,DB12070,0
DB00608,DB00285,0
DB09273,DB01056,0
DB01429,DB01392,0
DB09198,DB00784,0
DB06626,DB01165,0
DB14881,DB09555,0
DB06287,DB04845,0
DB04840,DB13174,0
DB06506,DB00763,0
DB06772,DB06370,0
DB01181,DB00471,0
DB06772,DB00544,0
DB12130,DB06652,0
DB00334,DB00932,0
DB14055,DB11362,0
DB00787,DB00685,0
DB00193,DB06791,0
DB01295,DB00592,0
DB04975,DB00321,0
DB00471,DB06268,0
DB12371,DB06774,0
DB00641,DB00588,0
DB08439,DB00604,0
DB13592,DB12391,0
DB01136,DB01098,0
DB06697,DB01229,0
DB11641,DB01587,0
DB00969,DB14033,0
DB08922,DB06616,0
DB08875,DB00617,0
DB09288,DB04818,0
DB01259,DB00752,0
DB04953,DB00173,0
DB00264,DB06587,0
DB00442,DB06654,0
DB06506,DB01562,0
DB00976,DB01167,0
DB01254,DB02703,0
DB00758,DB06160,0
DB04905,DB01093,0
DB06702,DB01026,0
DB13812,DB11471,0
DB01628,DB01405,0
DB00514,DB06448,0
DB01227,DB00661,0
DB06772,DB00554,0
DB01151,DB09118,0
DB06684,DB01142,0
DB00567,DB01204,0
DB01097,DB00834,0
DB06203,DB01624,0
DB00805,DB00932,0
DB06605,DB00575,0
DB00370,DB01096,0
DB00468,DB00409,0
DB04356,DB00877,0
DB11574,DB01059,0
DB00619,DB06174,0
DB11770,DB00497,0
DB11586,DB00617,0
DB00279,DB00173,0
DB05015,DB01544,0
DB00091,DB11703,0
DB01611,DB00784,0
DB01221,DB00784,0
DB01248,DB09065,0
DB00518,DB00949,0
DB00227,DB00773,0
DB00481,DB09183,0
DB12930,DB00608,0
DB11855,DB00321,0
DB01067,DB00621,0
DB06670,DB00544,0
DB00342,DB05521,0
DB00470,DB00214,0
DB06702,DB06729,0
DB01396,DB11703,0
DB00184,DB01590,0
DB11560,DB00420,0
DB01008,DB00208,0
DB00571,DB00234,0
DB01100,DB13456,0
DB08922,DB01062,0
DB01198,DB12532,0
DB00471,DB01195,0
DB01132,DB00481,0
DB12147,DB06204,0
DB01095,DB06729,0
DB13345,DB08912,0
DB06738,DB06150,0
DB11641,DB00215,0
DB00250,DB04831,0
DB11979,DB01069,0
DB01072,DB00540,0
DB14018,DB00201,0
DB09073,DB09227,0
DB12161,DB15982,0
DB09289,DB06448,0
DB08860,DB06772,0
DB13139,DB00674,0
DB01024,DB12978,0
DB01320,DB13338,0
DB00188,DB13345,0
DB06605,DB00497,0
DB01124,DB00440,0
DB00734,DB00238,0
DB00851,DB14635,0
DB11362,DB00916,0
DB06774,DB01208,0
DB13956,DB11712,0
DB04574,DB00487,0
DB13953,DB14029,0
DB14018,DB00787,0
DB01268,DB06587,0
DB06594,DB12945,0
DB06702,DB00575,0
DB00188,DB00705,0
DB12781,DB00972,0
DB01118,DB12130,0
DB00188,DB12945,0
DB00592,DB06512,0
DB01087,DB01026,0
DB09288,DB00699,0
DB01142,DB13919,0
DB01590,DB06290,0
DB01656,DB13456,0
DB11581,DB00705,0
DB00277,DB06616,0
DB01628,DB00320,0
DB06608,DB00675,0
DB01039,DB11837,0
DB11967,DB01558,0
DB00356,DB09291,0
DB00465,DB09199,0
DB04920,DB00737,0
DB13953,DB09080,0
DB12130,DB01110,0
DB00864,DB14541,0
DB01097,DB04818,0
DB01295,DB01062,0
DB06210,DB03783,0
DB06735,DB04920,0
DB09256,DB00367,0
DB11855,DB00208,0
DB00264,DB00759,0
DB04938,DB01050,0
DB01396,DB00446,0
DB14018,DB05903,0
DB00281,DB09291,0
DB06697,DB00736,0
DB04845,DB00227,0
DB00898,DB09198,0
DB01177,DB01156,0
DB00918,DB01156,0
DB06735,DB01012,0
DB00343,DB06731,0
DB11817,DB11837,0
DB00641,DB00196,0
DB01223,DB00356,0
DB01483,DB01685,0
DB06510,DB01037,0
DB13757,DB00907,0
DB12612,DB00481,0
DB06772,DB00215,0
DB06697,DB00214,0
DB01075,DB00675,0
DB00744,DB00531,0
DB01234,DB00343,0
DB11952,DB00530,0
DB13456,DB00549,0
DB06480,DB01029,0
DB01320,DB09199,0
DB08930,DB12332,0
DB04840,DB01136,0
DB00731,DB08909,0
DB01268,DB06791,0
DB06479,DB00201,0
DB01142,DB00787,0
DB08875,DB00559,0
DB00806,DB00262,0
DB14881,DB01274,0
DB00604,DB13941,0
DB08962,DB00440,0
DB13953,DB11574,0
DB00978,DB06654,0
DB00289,DB00604,0
DB01008,DB11703,0
DB13406,DB06204,0
DB11581,DB05521,0
DB00717,DB13179,0
DB11952,DB00625,0
DB01177,DB01037,0
DB14512,DB00549,0
DB09273,DB03783,0
DB04846,DB00543,0
DB05541,DB01181,0
DB13592,DB00218,0
DB12267,DB01184,0
DB00246,DB00954,0
DB01223,DB06174,0
DB01223,DB01029,0
DB04975,DB00481,0
DB00730,DB13627,0
DB00203,DB01320,0
DB08922,DB01029,0
DB00091,DB06203,0
DB00655,DB00891,0
DB00938,DB00661,0
DB01221,DB08864,0
DB01412,DB04845,0
DB00277,DB00656,0
DB05246,DB01129,0
DB12141,DB12391,0
DB11855,DB01424,0
DB09053,DB09039,0
DB13592,DB01100,0
DB13956,DB13627,0
DB00458,DB06691,0
DB13508,DB09065,0
DB00333,DB11632,0
DB06419,DB01190,0
DB00857,DB11491,0
DB12752,DB00857,0
DB12001,DB09235,0
DB00960,DB06287,0
DB00554,DB11994,0
DB04572,DB00518,0
DB00924,DB01059,0
DB00934,DB00622,0
DB00472,DB00668,0
DB11757,DB00209,0
DB01136,DB08909,0
DB11757,DB00668,0
