drug_A,drug_B,DDI
DB13136,DB04868,0
DB03783,DB01071,0
DB13943,DB06267,0
DB00730,DB09061,0
DB01142,DB06712,0
DB01410,DB00918,0
DB13941,DB00603,0
DB00863,DB04574,0
DB13874,DB01044,0
DB09237,DB09068,0
DB00359,DB01079,0
DB05708,DB00363,0
DB12161,DB06770,0
DB00346,DB11383,0
DB01074,DB00338,0
DB04871,DB01223,0
DB01656,DB06712,0
DB01303,DB12945,0
DB11919,DB06148,0
DB00262,DB09167,0
DB04871,DB14635,0
DB11652,DB00396,0
DB00872,DB04832,0
DB00590,DB00673,0
DB01035,DB11837,0
DB06210,DB05708,0
DB09071,DB00530,0
DB00637,DB00619,0
DB04855,DB00254,0
DB00335,DB08909,0
DB00530,DB08952,0
DB00688,DB01388,0
DB13954,DB01241,0
DB00307,DB01016,0
DB01978,DB13627,0
DB00197,DB05812,0
DB09071,DB01165,0
DB12406,DB01482,0
DB00751,DB06412,0
DB13451,DB06701,0
DB00799,DB00661,0
DB09071,DB00806,0
DB11633,DB04884,0
DB06595,DB00954,0
DB01008,DB09071,0
DB00582,DB09238,0
DB09570,DB01275,0
DB00433,DB08896,0
DB00714,DB00252,0
DB00333,DB00222,0
DB09071,DB06148,0
DB00673,DB06654,0
DB09061,DB08798,0
DB06770,DB01058,0
DB00359,DB01645,0
DB00532,DB06684,0
DB01409,DB06370,0
DB01024,DB04868,0
DB09201,DB11753,0
DB09080,DB13874,0
DB01261,DB00938,0
DB00688,DB00818,0
DB01058,DB02520,0
DB11641,DB02520,0
DB05541,DB01104,0
DB00637,DB00209,0
DB00532,DB14033,0
DB00957,DB00763,0
DB00629,DB13627,0
DB09034,DB04070,0
DB13609,DB06210,0
DB06209,DB01320,0
DB12887,DB09071,0
DB13675,DB06595,0
DB00433,DB04070,0
DB01435,DB09198,0
DB00203,DB00197,0
DB00862,DB06731,0
DB12952,DB11633,0
DB04889,DB01233,0
DB00575,DB00199,0
DB00470,DB08896,0
DB04889,DB00281,0
DB13943,DB08931,0
DB14975,DB00514,0
DB00688,DB01259,0
DB12212,DB01466,0
DB12500,DB00582,0
DB08808,DB06412,0
DB00904,DB00839,0
DB00184,DB00379,0
DB01079,DB00439,0
DB00343,DB04884,0
DB00247,DB09227,0
DB06148,DB00476,0
DB00749,DB15822,0
DB11757,DB08906,0
DB06717,DB05814,0
DB06697,DB00845,0
DB01193,DB00398,0
DB09102,DB04868,0
DB06605,DB13874,0
DB01254,DB00476,0
DB00402,DB06791,0
DB00983,DB00196,0
DB04861,DB01062,0
DB12474,DB01104,0
DB01418,DB00280,0
DB09167,DB00625,0
DB00489,DB00933,0
DB08881,DB04070,0
DB00381,DB09118,0
DB01410,DB00343,0
DB11770,DB00997,0
DB05351,DB06731,0
DB09167,DB11638,0
DB06626,DB01149,0
DB12474,DB01435,0
DB09195,DB00701,0
DB01177,DB01149,0
DB09290,DB00412,0
DB04841,DB00207,0
DB05109,DB11586,0
DB13955,DB09238,0
DB13592,DB00299,0
DB00541,DB01071,0
DB11951,DB12332,0
DB11652,DB00490,0
DB01184,DB11963,0
DB01551,DB04868,0
DB00402,DB06663,0
DB01409,DB00705,0
DB00532,DB02709,0
DB01094,DB00817,0
DB08827,DB11641,0
DB00398,DB01110,0
DB01580,DB00675,0
DB09183,DB00425,0
DB14126,DB00227,0
DB00932,DB06412,0
DB00197,DB01394,0
DB06210,DB01182,0
DB09039,DB06412,0
DB09225,DB00682,0
DB00945,DB00322,0
DB00799,DB00255,0
DB00866,DB01191,0
DB00316,DB00299,0
DB11614,DB00914,0
DB01248,DB13879,0
DB13136,DB00222,0
DB06235,DB01065,0
DB06670,DB00682,0
DB09074,DB01259,0
DB00557,DB00499,0
DB00983,DB06684,0
DB12926,DB04871,0
DB04946,DB00446,0
DB00297,DB00477,0
DB01100,DB06803,0
DB08496,DB05708,0
DB00289,DB00439,0
DB04861,DB09068,0
DB12483,DB00247,0
DB08899,DB01232,0
DB01101,DB06413,0
DB01036,DB00608,0
DB13944,DB00983,0
DB04725,DB00263,0
DB00476,DB00843,0
DB00843,DB00788,0
DB00564,DB13633,0
DB09213,DB00836,0
DB00335,DB00494,0
DB00909,DB13874,0
DB01289,DB06595,0
DB14018,DB02134,0
DB09071,DB01098,0
DB04889,DB00501,0
DB00494,DB13609,0
DB09570,DB08873,0
DB09299,DB06448,0
DB00246,DB13874,0
DB00250,DB09280,0
DB00342,DB01410,0
DB11978,DB06770,0
DB00656,DB00197,0
DB06717,DB00845,0
DB00755,DB00193,0
DB01431,DB09309,0
DB01071,DB12245,0
DB00637,DB00574,0
DB01283,DB13609,0
DB00836,DB01393,0
DB11742,DB06458,0
DB05239,DB01275,0
DB01115,DB01012,0
DB00977,DB00531,0
DB06210,DB00603,0
DB01195,DB00532,0
DB01124,DB00322,0
DB00346,DB09330,0
DB00570,DB00976,0
DB11652,DB03515,0
DB00717,DB00780,0
DB00193,DB02520,0
DB01392,DB00997,0
DB09128,DB08873,0
DB01104,DB12319,0
DB09118,DB13823,0
DB05271,DB01218,0
DB06616,DB12010,0
DB06737,DB01176,0
DB13943,DB00440,0
DB14011,DB01218,0
DB00335,DB00338,0
DB00335,DB01087,0
DB00914,DB00623,0
DB09074,DB11383,0
DB00518,DB00570,0
DB01482,DB01142,0
DB01036,DB00621,0
DB11613,DB13919,0
DB00514,DB04868,0
DB13943,DB13941,0
DB01100,DB00933,0
DB05239,DB00818,0
DB00514,DB13874,0
DB11560,DB00532,0
DB01551,DB01218,0
DB00402,DB14019,0
DB00749,DB14635,0
DB01115,DB00208,0
DB00783,DB01115,0
DB00266,DB00977,0
DB08922,DB06292,0
DB12212,DB01005,0
DB09167,DB00358,0
DB01136,DB00377,0
DB00182,DB00238,0
DB08901,DB04832,0
DB13411,DB08899,0
DB00976,DB00176,0
DB08899,DB13919,0
DB06267,DB00802,0
DB00207,DB00780,0
DB04884,DB01110,0
DB14975,DB00544,0
DB01054,DB00514,0
DB00315,DB00277,0
DB01192,DB00731,0
DB04557,DB00582,0
DB06770,DB00188,0
DB11828,DB00254,0
DB12927,DB00675,0
DB00321,DB01403,0
DB09167,DB06608,0
DB08899,DB01110,0
DB00543,DB13775,0
DB12267,DB05814,0
DB01255,DB00997,0
DB11652,DB00665,0
DB01076,DB06412,0
DB09273,DB00788,0
DB00182,DB01232,0
DB09039,DB00647,0
DB01100,DB08896,0
DB00176,DB01110,0
DB11637,DB05521,0
DB00637,DB00738,0
DB00582,DB01628,0
DB00843,DB01218,0
DB08439,DB00263,0
DB04905,DB01192,0
DB04841,DB00907,0
DB13775,DB11718,0
DB00425,DB00576,0
DB00972,DB00839,0
DB04957,DB01095,0
DB11718,DB13874,0
DB11823,DB11638,0
DB13955,DB09118,0
DB13775,DB00317,0
DB00956,DB00598,0
DB00315,DB09078,0
DB00945,DB00755,0
DB01192,DB02703,0
DB01120,DB08828,0
DB00909,DB12010,0
DB01656,DB09309,0
DB01224,DB00997,0
DB01104,DB00736,0
DB08896,DB00270,0
DB04861,DB00758,0
DB00495,DB00673,0
DB15444,DB00977,0
DB13679,DB00476,0
DB13634,DB14635,0
DB01217,DB00836,0
DB00755,DB00624,0
DB00699,DB04868,0
DB04841,DB06729,0
DB04946,DB00641,0
DB13954,DB01216,0
DB00468,DB01182,0
DB13443,DB00476,0
DB00701,DB01173,0
DB00315,DB02709,0
DB00977,DB00715,0
DB00590,DB01104,0
DB04855,DB01104,0
DB04938,DB00532,0
DB00530,DB06712,0
DB01191,DB00501,0
DB00655,DB00435,0
DB00818,DB01411,0
DB13943,DB00323,0
DB00471,DB00182,0
DB00997,DB00588,0
DB00701,DB00238,0
DB06204,DB00788,0
DB01142,DB00788,0
DB00571,DB00220,0
DB06204,DB01251,0
DB08952,DB08909,0
DB00374,DB00222,0
DB11703,DB02520,0
DB06770,DB00699,0
DB00682,DB00553,0
DB01424,DB00322,0
DB12531,DB13874,0
DB08883,DB01058,0
DB00197,DB09238,0
DB01126,DB00862,0
DB11986,DB06458,0
DB00697,DB13955,0
DB12952,DB08881,0
DB08827,DB06448,0
DB00796,DB01069,0
DB13943,DB00472,0
DB08827,DB06370,0
DB11837,DB11613,0
DB00564,DB07348,0
DB01410,DB00216,0
DB08922,DB04216,0
DB01405,DB00499,0
DB09570,DB05903,0
DB12212,DB02703,0
DB05271,DB00863,0
DB01256,DB00997,0
DB00384,DB09167,0
DB01035,DB11753,0
DB01028,DB00865,0
DB11943,DB12010,0
DB00696,DB00501,0
DB08877,DB00254,0
DB04975,DB00532,0
DB00182,DB00281,0
DB13592,DB00398,0
DB01431,DB13879,0
DB00346,DB00678,0
DB00812,DB00613,0
DB13919,DB00398,0
DB13634,DB00472,0
DB00442,DB00296,0
DB01558,DB00817,0
DB09213,DB12010,0
DB00814,DB13874,0
DB00918,DB01442,0
DB01115,DB01611,0
DB14010,DB04844,0
DB00788,DB00334,0
DB01058,DB00582,0
DB13449,DB00296,0
DB00346,DB06636,0
DB05294,DB09309,0
DB13203,DB00398,0
DB01032,DB00624,0
DB00193,DB00694,0
DB01409,DB06691,0
DB06735,DB09061,0
DB06603,DB05239,0
DB06201,DB06712,0
DB00836,DB00318,0
DB00404,DB06458,0
DB00812,DB01117,0
DB12070,DB04884,0
DB13874,DB08811,0
DB05239,DB08953,0
DB00836,DB01590,0
DB09299,DB11459,0
DB09079,DB09071,0
DB09570,DB01628,0
DB00980,DB00359,0
DB13953,DB00836,0
DB04356,DB11443,0
DB00262,DB11443,0
DB01558,DB01137,0
DB13449,DB04576,0
DB01320,DB06712,0
DB00248,DB00721,0
DB00755,DB00557,0
DB04356,DB00199,0
DB05109,DB01233,0
DB00637,DB00954,0
DB00836,DB06691,0
DB01074,DB04920,0
DB09068,DB06770,0
DB14185,DB09048,0
DB01008,DB00997,0
DB12531,DB06803,0
DB08439,DB00568,0
DB01120,DB00531,0
DB08906,DB00193,0
DB12781,DB00402,0
DB00863,DB00215,0
DB00696,DB09330,0
DB09238,DB08865,0
DB06595,DB01093,0
DB12978,DB00845,0
DB12474,DB01028,0
DB13136,DB05109,0
DB00862,DB11554,0
DB13634,DB06290,0
DB00637,DB00541,0
DB00541,DB04832,0
DB00849,DB01032,0
DB00836,DB11632,0
DB00794,DB01016,0
DB00694,DB05294,0
DB11652,DB00808,0
DB09273,DB00435,0
DB00477,DB00409,0
DB13675,DB09280,0
DB04946,DB01394,0
DB08502,DB00799,0
DB11737,DB00537,0
DB06235,DB00758,0
DB00912,DB00398,0
DB13634,DB11774,0
DB02377,DB11443,0
DB00458,DB00983,0
DB00214,DB06595,0
DB09071,DB00717,0
DB01412,DB00315,0
DB01008,DB00701,0
DB11963,DB06819,0
DB04889,DB01056,0
DB00794,DB00749,0
DB04665,DB04920,0
DB04829,DB01182,0
DB01624,DB01601,0
DB03756,DB04920,0
DB12457,DB00582,0
DB01410,DB00726,0
DB00193,DB08865,0
DB00262,DB00817,0
DB13592,DB00176,0
DB01177,DB00448,0
DB01182,DB01096,0
DB00248,DB09074,0
DB00796,DB00196,0
DB01435,DB01110,0
DB04841,DB00349,0
DB01159,DB00220,0
DB00836,DB03575,0
DB00176,DB08909,0
DB13955,DB00396,0
DB04871,DB11774,0
DB15035,DB09167,0
DB00373,DB00633,0
DB01136,DB01036,0
DB00402,DB03010,0
DB01137,DB01002,0
DB11823,DB01072,0
DB00862,DB00908,0
DB12026,DB00499,0
DB01028,DB12332,0
DB00409,DB00335,0
DB06616,DB02520,0
DB00977,DB00404,0
DB08910,DB00588,0
DB03783,DB01623,0
DB04356,DB00477,0
DB00908,DB14010,0
DB01394,DB04884,0
DB04845,DB00845,0
DB01589,DB00359,0
DB06209,DB00250,0
DB01577,DB00997,0
DB06697,DB00222,0
DB00973,DB08896,0
DB02489,DB00927,0
DB01136,DB00603,0
DB01037,DB08906,0
DB09128,DB08909,0
DB00277,DB09241,0
DB01244,DB11837,0
DB11823,DB08962,0
DB01601,DB12267,0
DB00091,DB04841,0
DB14010,DB01166,0
DB13592,DB08910,0
DB12483,DB04832,0
DB06608,DB00633,0
DB00489,DB00439,0
DB01223,DB00629,0
DB01621,DB00398,0
DB00699,DB01104,0
DB06770,DB01029,0
DB01035,DB11979,0
DB00373,DB08893,0
DB01418,DB00315,0
DB01182,DB00857,0
DB00571,DB01218,0
DB12930,DB06595,0
DB00706,DB01104,0
DB01195,DB00476,0
DB00921,DB04868,0
DB00379,DB02703,0
DB00637,DB13941,0
DB01623,DB00501,0
DB01035,DB01128,0
DB06148,DB00977,0
DB04557,DB00322,0
DB00499,DB00976,0
DB11919,DB00787,0
DB08807,DB04868,0
DB09570,DB01095,0
DB09256,DB00296,0
DB00863,DB00744,0
DB06292,DB00281,0
DB12026,DB01623,0
DB06678,DB01424,0
DB00518,DB04832,0
DB06144,DB00439,0
DB06770,DB00752,0
DB12483,DB00176,0
DB09201,DB01241,0
DB09061,DB00243,0
DB09183,DB00714,0
DB04871,DB01405,0
DB11641,DB01149,0
DB00983,DB09238,0
DB09570,DB00752,0
DB00850,DB00296,0
DB11757,DB02134,0
DB09061,DB00951,0
DB00489,DB01071,0
DB04076,DB00176,0
DB00532,DB11892,0
DB00688,DB09297,0
DB00091,DB00780,0
DB00247,DB01087,0
DB08865,DB01320,0
DB00489,DB06770,0
DB04841,DB01094,0
DB05708,DB00758,0
DB01035,DB00674,0
DB06727,DB06708,0
DB00193,DB01623,0
DB00755,DB00621,0
DB13954,DB11753,0
DB00564,DB00497,0
DB00802,DB00227,0
DB00207,DB08865,0
DB01303,DB06654,0
DB12015,DB09308,0
DB00342,DB00254,0
DB06728,DB06595,0
DB07706,DB00494,0
DB00977,DB00238,0
DB01182,DB00227,0
DB01204,DB00570,0
DB00706,DB13874,0
DB09039,DB04070,0
DB06292,DB09039,0
DB00402,DB11703,0
DB12474,DB00263,0
DB00518,DB13823,0
DB05239,DB00627,0
DB09195,DB00637,0
DB13530,DB00780,0
DB08868,DB13174,0
DB05708,DB00993,0
DB04557,DB01120,0
DB13443,DB00176,0
DB00414,DB00745,0
DB04905,DB01410,0
DB06803,DB00440,0
DB06774,DB04841,0
DB09231,DB01062,0
DB06292,DB00699,0
DB00570,DB06731,0
DB09074,DB00822,0
DB09570,DB06419,0
DB12515,DB00320,0
DB00637,DB13456,0
DB01222,DB00836,0
DB00997,DB09235,0
DB06287,DB01218,0
DB09128,DB00316,0
DB04889,DB00549,0
DB09200,DB00788,0
DB00734,DB00673,0
DB13592,DB00379,0
DB06228,DB00714,0
DB06480,DB00582,0
DB01095,DB06412,0
DB11363,DB00353,0
DB09068,DB06209,0
DB08893,DB00574,0
DB04841,DB01628,0
DB05351,DB11638,0
DB14055,DB00745,0
DB00495,DB12010,0
DB11979,DB00425,0
DB15444,DB00398,0
DB06678,DB01005,0
DB00342,DB00633,0
DB06403,DB00444,0
DB01244,DB05812,0
DB11823,DB00678,0
DB08810,DB04017,0
DB13874,DB00208,0
DB00499,DB00752,0
DB04665,DB04856,0
DB11633,DB00199,0
DB00589,DB04868,0
DB01115,DB14011,0
DB04841,DB01058,0
DB01216,DB00537,0
DB00197,DB01645,0
DB11951,DB00738,0
DB00796,DB06414,0
DB11652,DB06282,0
DB08893,DB01131,0
DB01181,DB00379,0
DB08893,DB00316,0
DB05708,DB00571,0
DB01191,DB00998,0
DB00531,DB01176,0
DB00317,DB02520,0
DB09173,DB01036,0
DB12026,DB00280,0
DB01482,DB00924,0
DB00755,DB00208,0
DB00755,DB05812,0
DB06717,DB00673,0
DB00335,DB01005,0
DB12927,DB06210,0
DB00568,DB00730,0
DB09231,DB00921,0
DB11689,DB00299,0
DB00906,DB01032,0
DB00598,DB00531,0
DB01435,DB01412,0
DB04861,DB00494,0
DB00285,DB00673,0
DB00317,DB09241,0
DB05109,DB00586,0
DB00598,DB00792,0
DB00712,DB00673,0
DB00806,DB04070,0
DB06770,DB01076,0
DB01409,DB00557,0
DB09351,DB00398,0
DB00377,DB00679,0
DB00454,DB12010,0
DB01097,DB00435,0
DB14185,DB02709,0
DB04871,DB01006,0
DB11823,DB00227,0
DB11823,DB00731,0
DB00502,DB12319,0
DB00972,DB00444,0
DB01191,DB00557,0
DB04665,DB00576,0
DB14539,DB12301,0
DB13775,DB11642,0
DB00377,DB04911,0
DB04829,DB00997,0
DB09071,DB01012,0
DB01100,DB00564,0
DB01580,DB00792,0
DB08883,DB00586,0
DB04665,DB01544,0
DB13874,DB01211,0
DB14975,DB00440,0
DB08952,DB00752,0
DB00204,DB01698,0
DB04884,DB13139,0
DB00270,DB00247,0
DB06016,DB00914,0
DB05109,DB01590,0
DB13874,DB00751,0
DB08896,DB04839,0
DB01126,DB00637,0
DB00755,DB00472,0
DB11613,DB00758,0
DB00788,DB06210,0
DB08827,DB01128,0
DB13955,DB06652,0
DB12070,DB08896,0
DB00843,DB11963,0
DB01435,DB00420,0
DB00696,DB01685,0
DB00590,DB01191,0
DB08439,DB00532,0
DB00193,DB00582,0
DB14539,DB01388,0
DB01036,DB00184,0
DB00433,DB01601,0
DB08875,DB06595,0
DB01424,DB00997,0
DB12930,DB01115,0
DB06603,DB00836,0
DB00799,DB00501,0
DB09034,DB00435,0
DB08896,DB11400,0
DB06212,DB01071,0
DB13203,DB00927,0
DB00359,DB00205,0
DB00264,DB05814,0
DB00281,DB13823,0
DB08882,DB04896,0
DB06287,DB05109,0
DB01035,DB01274,0
DB00862,DB11581,0
DB05541,DB09280,0
DB00909,DB09167,0
DB00440,DB00745,0
DB12015,DB00270,0
DB06419,DB00220,0
DB00214,DB06712,0
DB00315,DB11837,0
DB01035,DB11638,0
DB02134,DB00487,0
DB00554,DB01176,0
DB00568,DB00209,0
DB00568,DB01685,0
DB13955,DB12301,0
DB06292,DB00203,0
DB00738,DB00425,0
DB00476,DB09048,0
DB06770,DB01095,0
DB09237,DB00731,0
DB00533,DB09280,0
DB00320,DB13879,0
DB06608,DB00647,0
DB00980,DB01182,0
DB12825,DB12515,0
DB12887,DB01071,0
DB01238,DB01182,0
DB01104,DB01685,0
DB08838,DB11652,0
DB01190,DB00673,0
DB06506,DB01244,0
DB04884,DB01242,0
DB09073,DB00444,0
DB01016,DB00541,0
DB00448,DB00949,0
DB09068,DB04216,0
DB06218,DB05109,0
DB00983,DB00621,0
DB00712,DB13609,0
DB09061,DB13919,0
DB03496,DB13879,0
DB00184,DB01182,0
DB06770,DB00642,0
DB00321,DB01698,0
DB01071,DB02703,0
DB01544,DB00755,0
DB09570,DB13338,0
DB01100,DB00532,0
DB13874,DB11632,0
DB13775,DB00705,0
DB06739,DB00745,0
DB02134,DB09308,0
DB14055,DB09061,0
DB13874,DB13261,0
DB00598,DB00574,0
DB13955,DB00752,0
DB11915,DB09061,0
DB01006,DB00182,0
DB05109,DB09065,0
DB06770,DB00758,0
DB09290,DB00806,0
DB00957,DB00712,0
DB01403,DB13174,0
DB00829,DB00537,0
DB13955,DB00617,0
DB00532,DB00465,0
DB08896,DB06587,0
DB00346,DB01248,0
DB12001,DB04832,0
DB00570,DB09101,0
DB09076,DB00379,0
DB11823,DB00412,0
DB01410,DB00575,0
DB00951,DB00280,0
DB08827,DB08901,0
DB06739,DB00714,0
DB00916,DB11963,0
DB13345,DB04868,0
DB01221,DB03756,0
DB00530,DB01698,0
DB06292,DB01392,0
DB13874,DB00810,0
DB00490,DB04070,0
DB09327,DB06119,0
DB11273,DB00247,0
DB00356,DB01213,0
DB01410,DB00574,0
DB11586,DB04957,0
DB11963,DB01142,0
DB06217,DB01218,0
DB12001,DB01263,0
DB01132,DB08896,0
DB01192,DB00705,0
DB04572,DB00176,0
DB04871,DB01624,0
DB06292,DB00678,0
DB00655,DB00322,0
DB06817,DB13879,0
DB00188,DB00845,0
DB00608,DB00439,0
DB01097,DB09241,0
DB06803,DB06605,0
DB00361,DB00254,0
DB13634,DB13592,0
DB11718,DB00182,0
DB01601,DB01431,0
DB00299,DB00215,0
DB05239,DB00446,0
DB01418,DB09061,0
DB05708,DB00661,0
DB08901,DB01403,0
DB00176,DB00563,0
DB00531,DB01873,0
DB11919,DB01065,0
DB00590,DB06708,0
DB00731,DB00199,0
DB09074,DB04839,0
DB01191,DB00412,0
DB13406,DB06209,0
DB00335,DB00752,0
DB04868,DB00687,0
DB00197,DB01232,0
DB00398,DB01167,0
DB00476,DB11442,0
DB05239,DB00951,0
DB06217,DB00598,0
DB00266,DB00220,0
DB00977,DB00843,0
DB00851,DB00633,0
DB00773,DB05814,0
DB00289,DB01182,0
DB01435,DB01012,0
DB01435,DB01259,0
DB09299,DB08912,0
DB01580,DB14635,0
DB13941,DB00796,0
DB11770,DB11963,0
DB06292,DB00857,0
DB04946,DB08864,0
DB15122,DB00954,0
DB01167,DB00836,0
DB04855,DB01036,0
DB08496,DB00322,0
DB00946,DB04216,0
DB00877,DB04946,0
DB01074,DB00898,0
DB04356,DB00296,0
DB05294,DB00637,0
DB00425,DB01023,0
DB00338,DB04216,0
DB12515,DB00604,0
DB05294,DB01411,0
DB01065,DB06595,0
DB12130,DB04946,0
DB06119,DB12070,0
DB00839,DB11633,0
DB09351,DB00532,0
DB00379,DB00960,0
DB11652,DB00361,0
DB12781,DB08896,0
DB04841,DB01181,0
DB00839,DB15822,0
DB11689,DB00222,0
DB00977,DB00374,0
DB11785,DB01192,0
DB00701,DB13679,0
DB01182,DB01128,0
DB00528,DB01171,0
DB05541,DB05109,0
DB00176,DB00627,0
DB01261,DB12245,0
DB06176,DB00379,0
DB01228,DB00439,0
DB11979,DB01580,0
DB09080,DB00745,0
DB06210,DB00455,0
DB06403,DB00220,0
DB06235,DB00806,0
DB00836,DB01609,0
DB09237,DB00938,0
DB00188,DB00359,0
DB06670,DB01115,0
DB01192,DB00338,0
DB00582,DB00208,0
DB09167,DB06691,0
DB00969,DB00927,0
DB01035,DB00358,0
DB00599,DB01095,0
DB09237,DB00741,0
DB01192,DB00238,0
DB00731,DB00176,0
DB11828,DB06712,0
DB04889,DB00193,0
DB00755,DB00396,0
DB00972,DB00455,0
DB03783,DB01435,0
DB11919,DB01418,0
DB00433,DB12010,0
DB14975,DB06204,0
DB00731,DB00379,0
DB12952,DB00683,0
DB11978,DB06595,0
DB00934,DB06595,0
DB00191,DB01263,0
DB13406,DB03756,0
DB01405,DB00629,0
DB12752,DB01071,0
DB04871,DB14025,0
DB00969,DB00444,0
DB04889,DB00641,0
DB00818,DB00435,0
DB12001,DB00254,0
DB06595,DB00196,0
DB06684,DB00477,0
DB04938,DB01120,0
DB01454,DB04868,0
DB06626,DB00817,0
DB06510,DB00688,0
DB00395,DB00701,0
DB08910,DB00590,0
DB12500,DB01171,0
DB01403,DB00608,0
DB09256,DB00568,0
DB00836,DB00783,0
DB00197,DB14635,0
DB05239,DB06616,0
DB00433,DB00863,0
DB06803,DB11994,0
DB01405,DB06803,0
DB13775,DB11915,0
DB08952,DB01096,0
DB01181,DB00254,0
DB00863,DB09198,0
DB11614,DB00863,0
DB11718,DB01410,0
DB01223,DB00296,0
DB00477,DB00356,0
DB00744,DB01176,0
DB01028,DB01095,0
DB00624,DB00673,0
DB01424,DB00176,0
DB00997,DB05928,0
DB00669,DB09252,0
DB00199,DB01395,0
DB01075,DB00222,0
DB11363,DB00254,0
DB11951,DB06287,0
DB00570,DB06663,0
DB00962,DB00238,0
DB14539,DB01023,0
DB00262,DB00633,0
DB00495,DB06413,0
DB04871,DB01079,0
DB00813,DB00755,0
DB00564,DB01129,0
DB11718,DB01074,0
DB13867,DB00582,0
DB00309,DB00247,0
DB04871,DB00622,0
DB00549,DB05814,0
DB01216,DB00673,0
DB00580,DB00322,0
DB01590,DB14185,0
DB13944,DB01698,0
DB00598,DB01242,0
DB00796,DB00334,0
DB06203,DB00933,0
DB13812,DB09167,0
DB01623,DB00661,0
DB00384,DB11443,0
DB00714,DB01043,0
DB01191,DB15982,0
DB04841,DB00495,0
DB01075,DB00682,0
DB09231,DB00091,0
DB00458,DB01244,0
DB00806,DB00199,0
DB13943,DB01167,0
DB01065,DB00263,0
DB00862,DB00731,0
DB05109,DB01129,0
DB00359,DB01026,0
DB09256,DB12015,0
DB00297,DB06412,0
DB12147,DB00694,0
DB12474,DB06292,0
DB00401,DB00220,0
DB11652,DB01587,0
DB14540,DB09237,0
DB00843,DB01032,0
DB01131,DB00582,0
DB09071,DB02489,0
DB05541,DB00220,0
DB00568,DB01320,0
DB00402,DB04839,0
DB06287,DB01200,0
DB00220,DB00185,0
DB00877,DB01071,0
DB00641,DB00477,0
DB01182,DB00234,0
DB01171,DB01050,0
DB00243,DB06412,0
DB11652,DB00309,0
DB09195,DB13874,0
DB00839,DB09063,0
DB04898,DB06413,0
DB04889,DB00289,0
DB00299,DB13627,0
DB01623,DB00571,0
DB00409,DB00448,0
DB01204,DB13874,0
DB11963,DB01059,0
DB08865,DB04908,0
DB02134,DB01002,0
DB01100,DB09309,0
DB09570,DB00518,0
DB06803,DB01174,0
DB00346,DB01095,0
DB00946,DB12952,0
DB04856,DB01115,0
DB01248,DB08896,0
DB09167,DB01394,0
DB06235,DB00544,0
DB05239,DB01110,0
DB00564,DB08816,0
DB00993,DB13874,0
DB09079,DB05814,0
DB13955,DB06150,0
DB04889,DB00195,0
DB11652,DB01047,0
DB09071,DB01136,0
DB11785,DB00477,0
DB00799,DB05812,0
DB04868,DB04572,0
DB12927,DB11791,0
DB06212,DB00637,0
DB00568,DB00461,0
DB01624,DB00997,0
DB00762,DB12952,0
DB06203,DB04889,0
DB00444,DB00248,0
DB08827,DB03010,0
DB09074,DB00976,0
DB14126,DB12391,0
DB13132,DB00586,0
DB00252,DB00197,0
DB00540,DB00997,0
DB00342,DB12952,0
DB00977,DB01195,0
DB00299,DB11511,0
DB06594,DB00633,0
DB06603,DB04896,0
DB00518,DB00435,0
DB00957,DB00921,0
DB00857,DB00788,0
DB04871,DB00918,0
DB05351,DB00763,0
DB01171,DB00458,0
DB11828,DB00353,0
DB11718,DB00220,0
DB01065,DB00603,0
DB04574,DB08896,0
DB09128,DB11581,0
DB00184,DB00537,0
DB01171,DB09118,0
DB05109,DB00481,0
DB06458,DB01227,0
DB08502,DB13874,0
DB00849,DB00379,0
DB06770,DB00203,0
DB00598,DB09078,0
DB03756,DB01110,0
DB00647,DB06729,0
DB01259,DB06712,0
DB01229,DB09061,0
DB12927,DB01065,0
DB06670,DB00603,0
DB00924,DB00435,0
DB11614,DB04861,0
DB13944,DB00263,0
DB06678,DB12332,0
DB01621,DB00439,0
DB04868,DB00370,0
DB11742,DB04868,0
DB01624,DB00254,0
DB12130,DB00455,0
DB00914,DB11633,0
DB00532,DB08798,0
DB01611,DB09280,0
DB12212,DB11642,0
DB14185,DB03010,0
DB09061,DB01259,0
DB04884,DB01096,0
DB01254,DB05814,0
DB00227,DB01698,0
DB08865,DB00976,0
DB04871,DB00245,0
DB01409,DB00208,0
DB06717,DB00537,0
DB00281,DB08865,0
DB13874,DB00343,0
DB00675,DB01411,0
DB01037,DB00696,0
DB01431,DB00537,0
DB05246,DB05351,0
DB05109,DB06731,0
DB06292,DB00323,0
DB01289,DB00755,0
DB05271,DB00439,0
DB01589,DB00839,0
DB01242,DB00696,0
DB04868,DB01167,0
DB01403,DB09238,0
DB00296,DB01241,0
DB12930,DB04868,0
DB04856,DB00688,0
DB00182,DB01026,0
DB06678,DB00490,0
DB09290,DB01165,0
DB00679,DB00977,0
DB08896,DB06731,0
DB01410,DB01100,0
DB00625,DB00435,0
DB11712,DB00582,0
DB00918,DB06708,0
DB00637,DB04948,0
DB01244,DB00592,0
DB00530,DB00796,0
DB11963,DB00440,0
DB15233,DB06413,0
DB04839,DB01411,0
DB00862,DB00655,0
DB06739,DB00788,0
DB04898,DB00745,0
DB11919,DB00642,0
DB09048,DB00335,0
DB00655,DB00499,0
DB03756,DB09078,0
